Student_ID,Gender,Age,Department,Year,Semester,Subject,Total_Classes,Classes_Attended,Previous_Attendance_Percentage,Assignment_Score,Internal_Marks,Study_Hours_Per_Week,Medical_Leave_Days,Travel_Distance_KM,Previous_Exam_Score,Late_Count,Online_Class_Attendance,Attendance_Percentage,Attendance_Status
STU0009,Male,20,Computer Engineering,Third Year,Fifth Semester,Data Structures & Algorithms,11,7,50.54,59.3,11.9,9.8,0,3.1,72.0,0,50.4,63.64,Defaulter
STU0009,Male,20,Computer Engineering,Third Year,Fifth Semester,Data Structures & Algorithms,12,7,50.54,59.3,12.8,9.8,3,3.1,67.6,2,76.1,58.33,Defaulter
STU0009,Male,20,Computer Engineering,Third Year,Fifth Semester,Data Structures & Algorithms,9,5,50.54,59.3,13.9,9.8,0,3.1,62.6,2,47.5,55.56,Defaulter
STU0009,Male,20,Computer Engineering,Third Year,Fifth Semester,Database Management Systems,9,5,51.94,49.9,10.2,9.8,0,3.1,65.0,1,76.2,55.56,Defaulter
STU0009,Male,20,Computer Engineering,Third Year,Fifth Semester,Database Management Systems,8,4,51.94,49.9,13.1,9.8,2,3.1,71.0,3,72.1,50.0,Defaulter
STU0009,Male,20,Computer Engineering,Third Year,Fifth Semester,Database Management Systems,8,5,51.94,49.9,14.7,9.8,1,3.1,70.8,2,58.6,62.5,Defaulter
STU0009,Male,20,Computer Engineering,Third Year,Fifth Semester,Database Management Systems,11,6,51.94,49.9,7.8,9.8,2,3.1,71.2,1,77.9,54.55,Defaulter
STU0009,Male,20,Computer Engineering,Third Year,Fifth Semester,Computer Networks,12,7,55.16,54.3,10.9,9.8,2,3.1,69.1,2,69.6,58.33,Defaulter
STU0009,Male,20,Computer Engineering,Third Year,Fifth Semester,Computer Networks,10,8,55.16,54.3,12.3,9.8,1,3.1,69.2,4,64.4,80.0,Regular
STU0009,Male,20,Computer Engineering,Third Year,Fifth Semester,Computer Networks,10,6,55.16,54.3,15.8,9.8,0,3.1,66.3,1,76.3,60.0,Defaulter
STU0009,Male,20,Computer Engineering,Third Year,Fifth Semester,Computer Networks,8,4,55.16,54.3,5.2,9.8,1,3.1,66.0,1,81.7,50.0,Defaulter
STU0009,Male,20,Computer Engineering,Third Year,Fifth Semester,Theory of Computation,9,5,46.25,51.6,6.8,9.8,1,3.1,72.4,0,54.9,55.56,Defaulter
STU0009,Male,20,Computer Engineering,Third Year,Fifth Semester,Theory of Computation,8,5,46.25,51.6,13.7,9.8,0,3.1,66.3,0,42.7,62.5,Defaulter
STU0009,Male,20,Computer Engineering,Third Year,Fifth Semester,Theory of Computation,9,4,46.25,51.6,3.7,9.8,1,3.1,70.3,2,78.1,44.44,Defaulter
STU0009,Male,20,Computer Engineering,Third Year,Fifth Semester,Theory of Computation,9,4,46.25,51.6,16.5,9.8,1,3.1,74.5,3,62.5,44.44,Defaulter
STU0009,Male,20,Computer Engineering,Third Year,Fifth Semester,Software Engineering,12,5,57.62,56.6,7.6,9.8,1,3.1,66.1,1,66.6,41.67,Defaulter
STU0009,Male,20,Computer Engineering,Third Year,Fifth Semester,Software Engineering,8,4,57.62,56.6,8.3,9.8,1,3.1,70.9,4,63.1,50.0,Defaulter
STU0009,Male,20,Computer Engineering,Third Year,Fifth Semester,Software Engineering,10,7,57.62,56.6,19.7,9.8,1,3.1,68.8,4,57.7,70.0,Defaulter
STU0009,Male,20,Computer Engineering,Third Year,Fifth Semester,Software Engineering,12,5,57.62,56.6,3.1,9.8,0,3.1,69.3,1,100.0,41.67,Defaulter
STU0010,Female,19,Computer Engineering,Third Year,Fifth Semester,Data Structures & Algorithms,12,9,61.04,49.8,9.8,13.3,0,4.8,68.5,2,65.1,75.0,Regular
STU0010,Female,19,Computer Engineering,Third Year,Fifth Semester,Data Structures & Algorithms,9,4,61.04,49.8,2.4,13.3,0,4.8,62.6,1,44.7,44.44,Defaulter
STU0010,Female,19,Computer Engineering,Third Year,Fifth Semester,Data Structures & Algorithms,12,9,61.04,49.8,9.4,13.3,1,4.8,65.5,2,75.3,75.0,Regular
STU0010,Female,19,Computer Engineering,Third Year,Fifth Semester,Data Structures & Algorithms,8,6,61.04,49.8,15.7,13.3,1,4.8,67.2,1,77.6,75.0,Regular
STU0010,Female,19,Computer Engineering,Third Year,Fifth Semester,Database Management Systems,12,6,61.9,58.4,10.7,13.3,0,4.8,55.6,1,72.0,50.0,Defaulter
STU0010,Female,19,Computer Engineering,Third Year,Fifth Semester,Database Management Systems,10,4,61.9,58.4,14.7,13.3,1,4.8,65.9,3,77.3,40.0,Defaulter
STU0010,Female,19,Computer Engineering,Third Year,Fifth Semester,Database Management Systems,9,8,61.9,58.4,19.9,13.3,0,4.8,63.5,1,89.2,88.89,Regular
STU0010,Female,19,Computer Engineering,Third Year,Fifth Semester,Database Management Systems,12,9,61.9,58.4,17.2,13.3,2,4.8,62.1,0,62.2,75.0,Regular
STU0010,Female,19,Computer Engineering,Third Year,Fifth Semester,Computer Networks,11,6,40.0,56.2,17.6,13.3,2,4.8,65.0,1,91.9,54.55,Defaulter
STU0010,Female,19,Computer Engineering,Third Year,Fifth Semester,Computer Networks,10,6,40.0,56.2,12.3,13.3,0,4.8,66.1,1,65.7,60.0,Defaulter
STU0010,Female,19,Computer Engineering,Third Year,Fifth Semester,Computer Networks,10,7,40.0,56.2,12.6,13.3,0,4.8,69.2,0,34.5,70.0,Defaulter
STU0010,Female,19,Computer Engineering,Third Year,Fifth Semester,Computer Networks,9,5,40.0,56.2,14.0,13.3,1,4.8,63.3,0,69.5,55.56,Defaulter
STU0010,Female,19,Computer Engineering,Third Year,Fifth Semester,Theory of Computation,9,6,58.24,88.2,15.4,13.3,2,4.8,61.9,0,83.0,66.67,Defaulter
STU0010,Female,19,Computer Engineering,Third Year,Fifth Semester,Theory of Computation,8,4,58.24,88.2,6.2,13.3,0,4.8,65.3,5,35.0,50.0,Defaulter
STU0010,Female,19,Computer Engineering,Third Year,Fifth Semester,Theory of Computation,11,8,58.24,88.2,19.4,13.3,2,4.8,63.6,2,87.9,72.73,Defaulter
STU0010,Female,19,Computer Engineering,Third Year,Fifth Semester,Theory of Computation,9,4,58.24,88.2,11.2,13.3,0,4.8,63.7,1,95.5,44.44,Defaulter
STU0010,Female,19,Computer Engineering,Third Year,Fifth Semester,Software Engineering,8,5,40.57,65.6,10.9,13.3,2,4.8,68.2,3,80.7,62.5,Defaulter
STU0010,Female,19,Computer Engineering,Third Year,Fifth Semester,Software Engineering,11,6,40.57,65.6,2.0,13.3,0,4.8,61.3,1,55.8,54.55,Defaulter
STU0010,Female,19,Computer Engineering,Third Year,Fifth Semester,Software Engineering,8,4,40.57,65.6,6.4,13.3,2,4.8,65.7,4,43.6,50.0,Defaulter
STU0010,Female,19,Computer Engineering,Third Year,Fifth Semester,Software Engineering,8,4,40.57,65.6,0.0,13.3,1,4.8,68.1,1,46.9,50.0,Defaulter
STU0011,Male,21,Computer Engineering,Third Year,Fifth Semester,Data Structures & Algorithms,9,7,80.64,55.0,4.7,13.9,2,14.7,71.5,0,71.6,77.78,Regular
STU0011,Male,21,Computer Engineering,Third Year,Fifth Semester,Data Structures & Algorithms,9,9,80.64,55.0,15.7,13.9,1,14.7,65.0,0,86.4,100.0,Regular
STU0011,Male,21,Computer Engineering,Third Year,Fifth Semester,Data Structures & Algorithms,12,8,80.64,55.0,8.2,13.9,0,14.7,68.3,3,67.9,66.67,Defaulter
STU0011,Male,21,Computer Engineering,Third Year,Fifth Semester,Data Structures & Algorithms,9,7,80.64,55.0,10.1,13.9,0,14.7,70.4,2,62.7,77.78,Regular
STU0011,Male,21,Computer Engineering,Third Year,Fifth Semester,Database Management Systems,12,9,76.88,57.1,10.2,13.9,1,14.7,64.3,2,39.3,75.0,Regular
STU0011,Male,21,Computer Engineering,Third Year,Fifth Semester,Database Management Systems,8,4,76.88,57.1,8.4,13.9,0,14.7,72.1,1,63.0,50.0,Defaulter
STU0011,Male,21,Computer Engineering,Third Year,Fifth Semester,Database Management Systems,12,9,76.88,57.1,11.7,13.9,0,14.7,73.5,6,65.5,75.0,Regular
STU0011,Male,21,Computer Engineering,Third Year,Fifth Semester,Database Management Systems,9,5,76.88,57.1,10.9,13.9,1,14.7,68.1,2,92.0,55.56,Defaulter
STU0011,Male,21,Computer Engineering,Third Year,Fifth Semester,Computer Networks,11,7,76.85,55.5,15.8,13.9,1,14.7,71.1,3,74.0,63.64,Defaulter
STU0011,Male,21,Computer Engineering,Third Year,Fifth Semester,Computer Networks,9,7,76.85,55.5,18.9,13.9,2,14.7,68.7,2,97.3,77.78,Regular
STU0011,Male,21,Computer Engineering,Third Year,Fifth Semester,Computer Networks,8,6,76.85,55.5,11.2,13.9,2,14.7,67.5,3,78.7,75.0,Regular
STU0011,Male,21,Computer Engineering,Third Year,Fifth Semester,Computer Networks,12,6,76.85,55.5,16.6,13.9,0,14.7,71.3,0,64.1,50.0,Defaulter
STU0011,Male,21,Computer Engineering,Third Year,Fifth Semester,Theory of Computation,8,6,67.35,74.0,14.1,13.9,1,14.7,70.0,2,79.8,75.0,Regular
STU0011,Male,21,Computer Engineering,Third Year,Fifth Semester,Theory of Computation,10,8,67.35,74.0,16.0,13.9,1,14.7,74.2,1,65.0,80.0,Regular
STU0011,Male,21,Computer Engineering,Third Year,Fifth Semester,Theory of Computation,12,9,67.35,74.0,6.8,13.9,2,14.7,72.4,2,83.4,75.0,Regular
STU0011,Male,21,Computer Engineering,Third Year,Fifth Semester,Theory of Computation,9,8,67.35,74.0,17.4,13.9,2,14.7,69.5,3,41.0,88.89,Regular
STU0011,Male,21,Computer Engineering,Third Year,Fifth Semester,Software Engineering,10,7,87.06,68.9,12.3,13.9,1,14.7,65.1,1,92.0,70.0,Defaulter
STU0011,Male,21,Computer Engineering,Third Year,Fifth Semester,Software Engineering,10,8,87.06,68.9,14.1,13.9,2,14.7,63.3,6,81.4,80.0,Regular
STU0011,Male,21,Computer Engineering,Third Year,Fifth Semester,Software Engineering,8,7,87.06,68.9,16.9,13.9,1,14.7,71.6,2,73.3,87.5,Regular
STU0011,Male,21,Computer Engineering,Third Year,Fifth Semester,Software Engineering,10,6,87.06,68.9,6.8,13.9,1,14.7,66.9,2,60.4,60.0,Defaulter
STU0012,Female,23,Computer Engineering,Third Year,Fifth Semester,Data Structures & Algorithms,9,9,81.2,59.5,14.9,15.1,1,0.7,84.1,2,61.2,100.0,Regular
STU0012,Female,23,Computer Engineering,Third Year,Fifth Semester,Data Structures & Algorithms,10,10,81.2,59.5,23.9,15.1,1,0.7,88.2,3,88.2,100.0,Regular
STU0012,Female,23,Computer Engineering,Third Year,Fifth Semester,Data Structures & Algorithms,10,9,81.2,59.5,18.9,15.1,1,0.7,89.5,3,67.5,90.0,Regular
STU0012,Female,23,Computer Engineering,Third Year,Fifth Semester,Data Structures & Algorithms,8,7,81.2,59.5,16.9,15.1,1,0.7,82.1,1,90.6,87.5,Regular
STU0012,Female,23,Computer Engineering,Third Year,Fifth Semester,Database Management Systems,10,8,94.06,60.5,13.7,15.1,1,0.7,83.3,1,47.1,80.0,Regular
STU0012,Female,23,Computer Engineering,Third Year,Fifth Semester,Database Management Systems,8,8,94.06,60.5,16.4,15.1,1,0.7,86.1,2,62.6,100.0,Regular
STU0012,Female,23,Computer Engineering,Third Year,Fifth Semester,Database Management Systems,11,11,94.06,60.5,24.3,15.1,1,0.7,87.6,1,66.5,100.0,Regular
STU0012,Female,23,Computer Engineering,Third Year,Fifth Semester,Database Management Systems,8,7,94.06,60.5,9.8,15.1,0,0.7,78.9,1,90.6,87.5,Regular
STU0012,Female,23,Computer Engineering,Third Year,Fifth Semester,Computer Networks,10,9,85.24,56.0,21.8,15.1,2,0.7,87.1,2,52.2,90.0,Regular
STU0012,Female,23,Computer Engineering,Third Year,Fifth Semester,Computer Networks,12,12,85.24,56.0,18.8,15.1,3,0.7,81.2,2,68.8,100.0,Regular
STU0012,Female,23,Computer Engineering,Third Year,Fifth Semester,Computer Networks,11,10,85.24,56.0,16.8,15.1,0,0.7,85.1,0,52.6,90.91,Regular
STU0012,Female,23,Computer Engineering,Third Year,Fifth Semester,Computer Networks,11,11,85.24,56.0,11.1,15.1,2,0.7,80.7,3,51.3,100.0,Regular
STU0012,Female,23,Computer Engineering,Third Year,Fifth Semester,Theory of Computation,10,9,100.0,61.7,12.4,15.1,3,0.7,87.7,1,41.6,90.0,Regular
STU0012,Female,23,Computer Engineering,Third Year,Fifth Semester,Theory of Computation,11,11,100.0,61.7,22.2,15.1,0,0.7,85.8,0,82.0,100.0,Regular
STU0012,Female,23,Computer Engineering,Third Year,Fifth Semester,Theory of Computation,10,7,100.0,61.7,13.1,15.1,1,0.7,79.7,3,58.9,70.0,Defaulter
STU0012,Female,23,Computer Engineering,Third Year,Fifth Semester,Theory of Computation,8,7,100.0,61.7,19.3,15.1,0,0.7,86.9,2,83.2,87.5,Regular
STU0012,Female,23,Computer Engineering,Third Year,Fifth Semester,Software Engineering,9,8,100.0,72.1,14.3,15.1,1,0.7,82.6,2,94.1,88.89,Regular
STU0012,Female,23,Computer Engineering,Third Year,Fifth Semester,Software Engineering,11,11,100.0,72.1,22.3,15.1,0,0.7,83.3,2,60.8,100.0,Regular
STU0012,Female,23,Computer Engineering,Third Year,Fifth Semester,Software Engineering,10,9,100.0,72.1,13.1,15.1,1,0.7,86.3,2,65.9,90.0,Regular
STU0012,Female,23,Computer Engineering,Third Year,Fifth Semester,Software Engineering,9,8,100.0,72.1,15.0,15.1,0,0.7,78.9,3,97.6,88.89,Regular
STU0013,Female,22,Computer Engineering,Third Year,Fifth Semester,Data Structures & Algorithms,12,5,51.95,31.4,5.8,8.5,1,18.3,75.4,0,46.6,41.67,Defaulter
STU0013,Female,22,Computer Engineering,Third Year,Fifth Semester,Data Structures & Algorithms,9,5,51.95,31.4,13.4,8.5,0,18.3,70.0,0,80.8,55.56,Defaulter
STU0013,Female,22,Computer Engineering,Third Year,Fifth Semester,Data Structures & Algorithms,11,5,51.95,31.4,15.5,8.5,3,18.3,72.8,2,77.9,45.45,Defaulter
STU0013,Female,22,Computer Engineering,Third Year,Fifth Semester,Data Structures & Algorithms,8,5,51.95,31.4,12.2,8.5,2,18.3,71.1,1,81.7,62.5,Defaulter
STU0013,Female,22,Computer Engineering,Third Year,Fifth Semester,Database Management Systems,10,6,42.68,39.5,14.7,8.5,0,18.3,77.8,2,56.8,60.0,Defaulter
STU0013,Female,22,Computer Engineering,Third Year,Fifth Semester,Database Management Systems,10,5,42.68,39.5,9.5,8.5,1,18.3,69.3,3,52.6,50.0,Defaulter
STU0013,Female,22,Computer Engineering,Third Year,Fifth Semester,Database Management Systems,10,7,42.68,39.5,12.9,8.5,1,18.3,73.5,1,39.7,70.0,Defaulter
STU0013,Female,22,Computer Engineering,Third Year,Fifth Semester,Database Management Systems,9,2,42.68,39.5,0.0,8.5,1,18.3,75.4,1,84.3,22.22,Defaulter
STU0013,Female,22,Computer Engineering,Third Year,Fifth Semester,Computer Networks,12,7,57.99,45.2,11.1,8.5,2,18.3,71.1,0,68.5,58.33,Defaulter
STU0013,Female,22,Computer Engineering,Third Year,Fifth Semester,Computer Networks,8,3,57.99,45.2,1.9,8.5,1,18.3,76.2,2,47.5,37.5,Defaulter
STU0013,Female,22,Computer Engineering,Third Year,Fifth Semester,Computer Networks,9,4,57.99,45.2,8.2,8.5,3,18.3,77.8,4,100.0,44.44,Defaulter
STU0013,Female,22,Computer Engineering,Third Year,Fifth Semester,Computer Networks,10,7,57.99,45.2,8.5,8.5,0,18.3,71.2,1,49.6,70.0,Defaulter
STU0013,Female,22,Computer Engineering,Third Year,Fifth Semester,Theory of Computation,12,6,45.27,54.2,3.6,8.5,1,18.3,70.8,1,86.9,50.0,Defaulter
STU0013,Female,22,Computer Engineering,Third Year,Fifth Semester,Theory of Computation,10,2,45.27,54.2,0.0,8.5,0,18.3,73.2,2,90.2,20.0,Defaulter
STU0013,Female,22,Computer Engineering,Third Year,Fifth Semester,Theory of Computation,9,4,45.27,54.2,8.9,8.5,1,18.3,72.2,2,82.1,44.44,Defaulter
STU0013,Female,22,Computer Engineering,Third Year,Fifth Semester,Theory of Computation,9,2,45.27,54.2,0.0,8.5,1,18.3,79.0,0,72.9,22.22,Defaulter
STU0013,Female,22,Computer Engineering,Third Year,Fifth Semester,Software Engineering,10,4,41.12,44.9,7.3,8.5,0,18.3,72.9,3,86.4,40.0,Defaulter
STU0013,Female,22,Computer Engineering,Third Year,Fifth Semester,Software Engineering,11,5,41.12,44.9,5.8,8.5,1,18.3,77.7,5,68.6,45.45,Defaulter
STU0013,Female,22,Computer Engineering,Third Year,Fifth Semester,Software Engineering,12,6,41.12,44.9,3.7,8.5,1,18.3,73.8,0,95.4,50.0,Defaulter
STU0013,Female,22,Computer Engineering,Third Year,Fifth Semester,Software Engineering,11,7,41.12,44.9,14.0,8.5,0,18.3,69.5,2,57.7,63.64,Defaulter
STU0014,Male,22,Computer Engineering,Third Year,Fifth Semester,Data Structures & Algorithms,9,9,100.0,79.6,20.8,16.7,3,0.7,100.0,2,81.8,100.0,Regular
STU0014,Male,22,Computer Engineering,Third Year,Fifth Semester,Data Structures & Algorithms,8,7,100.0,79.6,14.1,16.7,1,0.7,100.0,1,86.9,87.5,Regular
STU0014,Male,22,Computer Engineering,Third Year,Fifth Semester,Data Structures & Algorithms,9,8,100.0,79.6,7.8,16.7,2,0.7,100.0,0,67.3,88.89,Regular
STU0014,Male,22,Computer Engineering,Third Year,Fifth Semester,Data Structures & Algorithms,12,12,100.0,79.6,12.6,16.7,3,0.7,100.0,2,77.8,100.0,Regular
STU0014,Male,22,Computer Engineering,Third Year,Fifth Semester,Database Management Systems,10,10,97.09,63.1,17.5,16.7,0,0.7,100.0,2,77.8,100.0,Regular
STU0014,Male,22,Computer Engineering,Third Year,Fifth Semester,Database Management Systems,11,11,97.09,63.1,23.7,16.7,0,0.7,98.6,1,68.8,100.0,Regular
STU0014,Male,22,Computer Engineering,Third Year,Fifth Semester,Database Management Systems,11,10,97.09,63.1,14.5,16.7,0,0.7,100.0,0,88.9,90.91,Regular
STU0014,Male,22,Computer Engineering,Third Year,Fifth Semester,Database Management Systems,12,12,97.09,63.1,18.7,16.7,1,0.7,97.5,1,100.0,100.0,Regular
STU0014,Male,22,Computer Engineering,Third Year,Fifth Semester,Computer Networks,8,8,100.0,73.5,23.1,16.7,0,0.7,96.2,0,42.4,100.0,Regular
STU0014,Male,22,Computer Engineering,Third Year,Fifth Semester,Computer Networks,11,11,100.0,73.5,16.1,16.7,0,0.7,98.6,0,61.6,100.0,Regular
STU0014,Male,22,Computer Engineering,Third Year,Fifth Semester,Computer Networks,10,8,100.0,73.5,10.8,16.7,0,0.7,100.0,3,57.5,80.0,Regular
STU0014,Male,22,Computer Engineering,Third Year,Fifth Semester,Computer Networks,9,8,100.0,73.5,21.3,16.7,3,0.7,100.0,0,82.5,88.89,Regular
STU0014,Male,22,Computer Engineering,Third Year,Fifth Semester,Theory of Computation,11,11,97.27,71.9,12.8,16.7,0,0.7,100.0,0,89.4,100.0,Regular
STU0014,Male,22,Computer Engineering,Third Year,Fifth Semester,Theory of Computation,12,12,97.27,71.9,19.1,16.7,0,0.7,96.3,1,56.8,100.0,Regular
STU0014,Male,22,Computer Engineering,Third Year,Fifth Semester,Theory of Computation,9,9,97.27,71.9,20.8,16.7,0,0.7,99.9,0,78.9,100.0,Regular
STU0014,Male,22,Computer Engineering,Third Year,Fifth Semester,Theory of Computation,11,11,97.27,71.9,15.1,16.7,2,0.7,98.4,0,60.0,100.0,Regular
STU0014,Male,22,Computer Engineering,Third Year,Fifth Semester,Software Engineering,8,8,89.89,84.1,25.9,16.7,0,0.7,98.8,2,74.1,100.0,Regular
STU0014,Male,22,Computer Engineering,Third Year,Fifth Semester,Software Engineering,11,11,89.89,84.1,21.3,16.7,2,0.7,98.2,2,67.9,100.0,Regular
STU0014,Male,22,Computer Engineering,Third Year,Fifth Semester,Software Engineering,8,8,89.89,84.1,16.9,16.7,0,0.7,100.0,0,69.2,100.0,Regular
STU0014,Male,22,Computer Engineering,Third Year,Fifth Semester,Software Engineering,10,10,89.89,84.1,20.7,16.7,0,0.7,100.0,3,51.0,100.0,Regular
STU0015,Female,22,Computer Engineering,Third Year,Fifth Semester,Data Structures & Algorithms,11,9,78.16,64.2,7.7,11.4,1,10.1,66.4,1,54.2,81.82,Regular
STU0015,Female,22,Computer Engineering,Third Year,Fifth Semester,Data Structures & Algorithms,12,8,78.16,64.2,14.3,11.4,0,10.1,68.7,0,54.3,66.67,Defaulter
STU0015,Female,22,Computer Engineering,Third Year,Fifth Semester,Data Structures & Algorithms,8,5,78.16,64.2,5.6,11.4,0,10.1,67.0,2,86.9,62.5,Defaulter
STU0015,Female,22,Computer Engineering,Third Year,Fifth Semester,Data Structures & Algorithms,10,7,78.16,64.2,16.7,11.4,2,10.1,72.3,2,64.5,70.0,Defaulter
STU0015,Female,22,Computer Engineering,Third Year,Fifth Semester,Database Management Systems,8,6,75.58,64.7,13.3,11.4,1,10.1,74.5,1,48.9,75.0,Regular
STU0015,Female,22,Computer Engineering,Third Year,Fifth Semester,Database Management Systems,8,8,75.58,64.7,22.0,11.4,2,10.1,68.2,1,60.5,100.0,Regular
STU0015,Female,22,Computer Engineering,Third Year,Fifth Semester,Database Management Systems,10,8,75.58,64.7,8.6,11.4,0,10.1,69.4,1,83.9,80.0,Regular
STU0015,Female,22,Computer Engineering,Third Year,Fifth Semester,Database Management Systems,9,7,75.58,64.7,18.4,11.4,0,10.1,74.2,0,51.6,77.78,Regular
STU0015,Female,22,Computer Engineering,Third Year,Fifth Semester,Computer Networks,9,7,67.37,57.1,15.3,11.4,3,10.1,69.8,2,85.5,77.78,Regular
STU0015,Female,22,Computer Engineering,Third Year,Fifth Semester,Computer Networks,8,6,67.37,57.1,10.9,11.4,0,10.1,71.9,2,52.5,75.0,Regular
STU0015,Female,22,Computer Engineering,Third Year,Fifth Semester,Computer Networks,8,5,67.37,57.1,12.8,11.4,0,10.1,70.4,3,64.8,62.5,Defaulter
STU0015,Female,22,Computer Engineering,Third Year,Fifth Semester,Computer Networks,9,6,67.37,57.1,4.3,11.4,0,10.1,69.7,1,57.7,66.67,Defaulter
STU0015,Female,22,Computer Engineering,Third Year,Fifth Semester,Theory of Computation,8,7,85.55,62.2,12.8,11.4,1,10.1,70.2,1,53.5,87.5,Regular
STU0015,Female,22,Computer Engineering,Third Year,Fifth Semester,Theory of Computation,11,8,85.55,62.2,11.1,11.4,1,10.1,69.6,1,69.0,72.73,Defaulter
STU0015,Female,22,Computer Engineering,Third Year,Fifth Semester,Theory of Computation,11,9,85.55,62.2,23.0,11.4,1,10.1,69.6,3,53.9,81.82,Regular
STU0015,Female,22,Computer Engineering,Third Year,Fifth Semester,Theory of Computation,8,5,85.55,62.2,13.8,11.4,0,10.1,73.5,0,87.4,62.5,Defaulter
STU0015,Female,22,Computer Engineering,Third Year,Fifth Semester,Software Engineering,12,10,72.21,47.8,8.6,11.4,2,10.1,70.8,5,70.3,83.33,Regular
STU0015,Female,22,Computer Engineering,Third Year,Fifth Semester,Software Engineering,12,6,72.21,47.8,7.4,11.4,0,10.1,67.7,1,77.8,50.0,Defaulter
STU0015,Female,22,Computer Engineering,Third Year,Fifth Semester,Software Engineering,10,7,72.21,47.8,15.7,11.4,2,10.1,68.1,2,78.6,70.0,Defaulter
STU0015,Female,22,Computer Engineering,Third Year,Fifth Semester,Software Engineering,11,8,72.21,47.8,14.8,11.4,2,10.1,67.8,2,61.6,72.73,Defaulter
STU0016,Female,22,Computer Engineering,Third Year,Fifth Semester,Data Structures & Algorithms,10,9,83.81,61.0,12.5,13.6,0,1.1,77.1,2,74.8,90.0,Regular
STU0016,Female,22,Computer Engineering,Third Year,Fifth Semester,Data Structures & Algorithms,10,8,83.81,61.0,8.3,13.6,2,1.1,75.9,0,80.0,80.0,Regular
STU0016,Female,22,Computer Engineering,Third Year,Fifth Semester,Data Structures & Algorithms,9,7,83.81,61.0,14.9,13.6,1,1.1,76.6,1,76.8,77.78,Regular
STU0016,Female,22,Computer Engineering,Third Year,Fifth Semester,Data Structures & Algorithms,12,9,83.81,61.0,7.3,13.6,0,1.1,78.5,2,53.2,75.0,Regular
STU0016,Female,22,Computer Engineering,Third Year,Fifth Semester,Database Management Systems,11,7,86.86,52.5,9.5,13.6,2,1.1,78.2,5,96.7,63.64,Defaulter
STU0016,Female,22,Computer Engineering,Third Year,Fifth Semester,Database Management Systems,10,8,86.86,52.5,5.6,13.6,1,1.1,80.4,4,72.2,80.0,Regular
STU0016,Female,22,Computer Engineering,Third Year,Fifth Semester,Database Management Systems,9,7,86.86,52.5,18.3,13.6,1,1.1,79.1,2,100.0,77.78,Regular
STU0016,Female,22,Computer Engineering,Third Year,Fifth Semester,Database Management Systems,8,5,86.86,52.5,16.9,13.6,3,1.1,76.9,4,70.7,62.5,Defaulter
STU0016,Female,22,Computer Engineering,Third Year,Fifth Semester,Computer Networks,12,9,80.03,72.6,17.4,13.6,0,1.1,78.8,0,44.7,75.0,Regular
STU0016,Female,22,Computer Engineering,Third Year,Fifth Semester,Computer Networks,8,8,80.03,72.6,20.9,13.6,0,1.1,76.0,1,54.9,100.0,Regular
STU0016,Female,22,Computer Engineering,Third Year,Fifth Semester,Computer Networks,11,9,80.03,72.6,9.1,13.6,0,1.1,81.0,3,39.7,81.82,Regular
STU0016,Female,22,Computer Engineering,Third Year,Fifth Semester,Computer Networks,10,9,80.03,72.6,10.0,13.6,1,1.1,76.8,4,88.2,90.0,Regular
STU0016,Female,22,Computer Engineering,Third Year,Fifth Semester,Theory of Computation,9,9,79.16,70.4,21.5,13.6,2,1.1,73.8,1,50.6,100.0,Regular
STU0016,Female,22,Computer Engineering,Third Year,Fifth Semester,Theory of Computation,12,10,79.16,70.4,16.0,13.6,1,1.1,78.5,1,66.3,83.33,Regular
STU0016,Female,22,Computer Engineering,Third Year,Fifth Semester,Theory of Computation,11,11,79.16,70.4,20.5,13.6,1,1.1,73.6,2,78.7,100.0,Regular
STU0016,Female,22,Computer Engineering,Third Year,Fifth Semester,Theory of Computation,10,9,79.16,70.4,10.6,13.6,0,1.1,76.7,5,69.0,90.0,Regular
STU0016,Female,22,Computer Engineering,Third Year,Fifth Semester,Software Engineering,11,9,87.25,54.2,8.4,13.6,0,1.1,72.1,1,48.8,81.82,Regular
STU0016,Female,22,Computer Engineering,Third Year,Fifth Semester,Software Engineering,8,7,87.25,54.2,22.0,13.6,1,1.1,72.7,0,77.5,87.5,Regular
STU0016,Female,22,Computer Engineering,Third Year,Fifth Semester,Software Engineering,10,8,87.25,54.2,17.9,13.6,2,1.1,79.8,3,95.7,80.0,Regular
STU0016,Female,22,Computer Engineering,Third Year,Fifth Semester,Software Engineering,11,8,87.25,54.2,15.4,13.6,1,1.1,76.1,2,66.0,72.73,Defaulter
STU0017,Male,21,Computer Engineering,Third Year,Fifth Semester,Data Structures & Algorithms,11,6,52.87,57.4,10.3,10.5,0,3.7,68.3,1,96.8,54.55,Defaulter
STU0017,Male,21,Computer Engineering,Third Year,Fifth Semester,Data Structures & Algorithms,8,3,52.87,57.4,8.7,10.5,0,3.7,65.9,1,75.8,37.5,Defaulter
STU0017,Male,21,Computer Engineering,Third Year,Fifth Semester,Data Structures & Algorithms,10,3,52.87,57.4,6.8,10.5,2,3.7,65.9,1,71.3,30.0,Defaulter
STU0017,Male,21,Computer Engineering,Third Year,Fifth Semester,Data Structures & Algorithms,8,4,52.87,57.4,17.1,10.5,1,3.7,67.4,3,98.8,50.0,Defaulter
STU0017,Male,21,Computer Engineering,Third Year,Fifth Semester,Database Management Systems,8,3,47.36,76.5,0.0,10.5,0,3.7,61.9,0,100.0,37.5,Defaulter
